"","probes"
"67292","cg04583232"
"67293","cg24454829"
"67294","cg09150064"
"67295","cg16079774"
"67296","cg12426748"
"67297","cg02123280"
"67298","cg23181580"
"67299","cg23954968"
"67300","cg19621338"
"67301","cg26659572"
"67302","cg12575928"
"67303","cg25938977"
"67304","cg19945464"
"67305","cg02280599"
"67306","cg18109389"
"67307","cg09336043"
"67308","cg21700293"
"67309","cg06169495"
"67310","cg24599329"
"67311","cg07273376"
"67312","cg23491807"
"67313","cg14136709"
"67314","cg24473393"
"67315","cg13376598"
"67316","cg10345326"
"67317","cg05233816"
"67318","cg07802401"
"67319","cg23772122"
"67320","cg06056884"
"67321","cg05862393"
"67322","cg24777572"
"67323","cg02565993"
"67324","cg03402926"
"67325","cg16964946"
"67326","cg16504397"
"67327","cg20144981"
"67328","cg05189570"
"67329","cg20108357"
"67330","cg08362738"
"67331","cg25328597"
"67332","cg26840770"
"67333","cg01636003"
"67334","cg02613510"
"67335","cg17413943"
"67336","cg21010859"
"67337","cg04481212"
"67338","cg24650785"
"67339","cg26949694"
"67340","cg27351358"
"67341","cg02527472"
"67342","cg01642653"
"67343","cg03167496"
"67344","cg25457956"
"67345","cg15462887"
"67346","cg11718030"
"67347","cg10022526"
"67348","cg24249411"
"67349","cg27657867"
"67350","cg26244616"
"67351","cg27004523"
"67352","cg23164218"
"67353","cg22681001"
"67354","cg07784428"
"67355","cg04063166"
"67356","cg03553947"
"67357","cg04719819"
"67358","cg22639011"
"67359","cg27319123"
"67360","cg15183083"
"67361","cg05756220"
"67362","cg22685409"
"67363","cg03506489"
"67364","cg14161359"
"67365","cg11735997"
"67366","cg15159060"
"67367","cg27420123"
"67368","cg17685019"
"67369","cg20871721"
"67370","cg17320698"
"67371","cg06790862"
"67372","cg13342435"
"67373","cg20959325"
"67374","cg11213308"
"67375","cg24185576"
"67376","cg13761440"
"67377","cg21758962"
"67378","cg21582373"
"67379","cg03854796"
"67380","cg16615954"
"67381","cg01587682"
"67382","cg22740492"
"67383","cg03905867"
"67384","cg13023210"
"67385","cg04598774"
"67386","cg22392038"
"67387","cg15301794"
"67388","cg02770983"
"67389","cg08116462"
"67390","cg06705930"
"67391","cg12798259"
"67392","cg13891702"
"67393","cg11128216"
"67394","cg08784129"
"67395","cg07124117"
"67396","cg22557091"
"67397","cg04504066"
"67398","cg19006378"
"67399","cg26932432"
"67400","cg25242557"
"67401","cg11482099"
"67402","cg02642123"
"67403","cg01904410"
"67404","cg14443953"
"67405","cg00060304"
"67406","cg23933618"
"67407","cg09252999"
"67408","cg25603277"
"67409","cg14037837"
"67410","cg27597956"
"67411","cg26315277"
"67412","cg09041678"
"67413","cg06312283"
"67414","cg17280740"
"67415","cg11990419"
"67416","cg21971285"
"67417","cg11930477"
"67418","cg18463802"
"67419","cg10682560"
"67420","cg24701575"
"67421","cg20467957"
"67422","cg03692563"
"67423","cg26261502"
"67424","cg10344369"
"67425","cg16134191"
"67426","cg25751787"
"67427","cg24616539"
"67428","cg10950661"
"67429","cg08370146"
"67430","cg12311132"
"67431","cg08214423"
"67432","cg05837727"
"67433","cg22264616"
"67434","cg01168289"
"67435","cg20449659"
"67436","cg08575722"
"67437","cg09695430"
"67438","cg20204986"
"67439","cg13638420"
"67440","cg13301003"
"67441","cg12006284"
"67442","cg12982322"
"67443","cg16501028"
"67444","cg04456238"
"67445","cg06516124"
"67446","cg25782229"
"67447","cg12781568"
"67448","cg15446391"
"67449","cg19211915"
"67450","cg22533573"
"67451","cg15315385"
"67452","cg16463460"
"67453","cg07716052"
"67454","cg21769619"
"67455","cg17486860"
"67456","cg22511262"
"67457","cg18950778"
"67458","cg09257824"
"67459","cg16092786"
"67460","cg25563456"
"67461","cg22975913"
"67462","cg12600018"
"67463","cg19718882"
"67464","cg09711746"
"67465","cg27259320"
"67466","cg05022105"
"67467","cg18931760"
"67468","cg14465237"
"67469","cg19238415"
"67470","cg14415629"
"67471","cg07675337"
"67472","cg09090376"
"67473","cg17485717"
"67474","cg04435320"
"67475","cg05501357"
"67476","cg13919908"
"67477","cg05951864"
"67478","cg15848714"
"67479","cg12217954"
"67480","cg16720379"
"67481","cg14472551"
"67482","cg08939373"
"67483","cg03479289"
"67484","cg11623855"
"67485","cg22937632"
"67486","cg06109939"
"67487","cg10334127"
"67488","cg24925907"
"67489","cg23397440"
"67490","cg16578387"
"67491","cg24453664"
"67492","cg16568681"
"67493","cg02224369"
"67494","cg20368818"
"67495","cg08481354"
"67496","cg10339481"
"67497","cg16821694"
"67498","cg17408637"
"67499","cg08134417"
"67500","cg07091355"
"67501","cg05527996"
"67502","cg09089242"
"67503","cg06148118"
"67504","cg11822932"
"67505","cg08882250"
"67506","cg15649702"
"67507","cg08202743"
"67508","cg03325693"
"67509","cg01178601"
"67510","cg22219450"
"67511","cg02697979"
"67512","cg03360728"
"67513","cg07541559"
"67514","cg10885779"
"67515","cg10835651"
"67516","cg08663298"
"67517","cg04954111"
"67518","cg01369908"
"67519","cg04645070"
"67520","cg10631356"
"67521","cg05390144"
"67522","cg12728032"
"67523","cg23311800"
"67524","cg26129339"
"67525","cg21017775"
"67526","cg11343506"
"67527","cg22731981"
"67528","cg05503887"
"67529","cg14022090"
"67530","cg18414381"
"67531","cg15994604"
"67532","cg03995951"
"67533","cg25948180"
"67534","cg07253191"
"67535","cg13854727"
"67536","cg08824847"
"67537","cg15481493"
"67538","cg19292760"
"67539","cg04171808"
"67540","cg10331829"
"67541","cg13971030"
"67542","cg23501962"
"67543","cg24634422"
"67544","cg10159951"
"67545","cg08258650"
"67546","cg25963980"
"67547","cg02058483"
"67548","cg16243351"
"67549","cg22785492"
"67550","cg14542839"
"67551","cg00740813"
"67552","cg27635267"
"67553","cg15581944"
"67554","cg11741201"
"67555","cg21294471"
"67556","cg00144186"
"67557","cg17296588"
"67558","cg13924510"
"67559","cg12152338"
"67560","cg05400075"
"67561","cg04583074"
"67562","cg24607755"
"67563","cg15108490"
"67564","cg15886966"
"67565","cg03734864"
"67566","cg02193762"
"67567","cg08848847"
"67568","cg20972380"
"67569","cg27218154"
"67570","cg03807883"
"67571","cg19517236"
"67572","cg04821520"
"67573","cg10792130"
"67574","cg00264754"
"67575","cg03818576"
"67576","cg18737789"
"67577","cg06365843"
"67578","cg15681577"
"67579","cg08072402"
"67580","cg24638253"
"67581","cg11382417"
"67582","cg25021000"
"67583","cg03447554"
"67584","cg00233420"
"67585","cg05920383"
"67586","cg03502353"
"67587","cg02348488"
"67588","cg05848834"
"67589","cg03409062"
"67590","cg01932558"
"67591","cg15736524"
"67592","cg26039305"
"67593","cg02791753"
"67594","cg07552322"
"67595","cg14294096"
"67596","cg07616094"
"67597","cg04511463"
"67598","cg00847017"
"67599","cg17285663"
"67600","cg06203560"
"67601","cg11408986"
"67602","cg13925360"
"67603","cg24427992"
"67604","cg24573719"
"67605","cg06372015"
"67606","cg16407471"
"67607","cg03365311"
"67608","cg13260012"
"67609","cg17592231"
"67610","cg23575732"
"67611","cg12394201"
"67612","cg27202475"
"67613","cg13719712"
"67614","cg06471230"
"67615","cg13688406"
"67616","cg22093503"
"67617","cg01264747"
"67618","cg10350350"
"67619","cg09436931"
"67620","cg23980760"
"67621","cg09339476"
"67622","cg20240860"
"67623","cg16963683"
"67624","cg15894661"
"67625","cg04926380"
"67626","cg23264547"
"67627","cg11272874"
"67628","cg19418922"
"67629","cg19495444"
"67630","cg23058901"
"67631","cg15522957"
"67632","cg18546622"
"67633","cg14144305"
"67634","cg25363445"
"67635","cg15817236"
"67636","cg04988423"
"67637","cg14868747"
"67638","cg14410064"
"67639","cg01564033"
"67640","cg14252492"
"67641","cg19020830"
"67642","cg00374839"
"67643","cg24362098"
"67644","cg13807496"
"67645","cg21704109"
"67646","cg18321548"
"67647","cg16125371"
"67648","cg26717041"
"67649","cg17471467"
"67650","cg27318318"
"67651","cg18486698"
"67652","cg10749822"
"67653","cg16065899"
"67654","cg11391201"
"67655","cg02184008"
"67656","cg02443626"
"67657","cg06367788"
"67658","cg25010033"
"67659","cg15723709"
"67660","cg10652583"
"67661","cg07619111"
"67662","cg10374009"
"67663","cg08965888"
"67664","cg01369522"
"67665","cg02358323"
"67666","cg21108085"
"67667","cg17015506"
"67668","cg25719876"
"67669","cg13989519"
"67670","cg20852945"
"67671","cg11972564"
"67672","cg18395231"
"67673","cg20968743"
"67674","cg09053097"
"67675","cg07619142"
"67676","cg03802998"
"67677","cg17046322"
"67678","cg00792751"
"67679","cg15075597"
"67680","cg10135474"
"67681","cg26421056"
"67682","cg23299618"
"67683","cg24819471"
"67684","cg26821540"
"67685","cg00417304"
"67686","cg13300710"
"67687","cg08312987"
"67688","cg09436907"
"67689","cg09795979"
"67690","cg06233517"
"67691","cg24119798"
"67692","cg26290543"
"67693","cg12608702"
"67694","cg11656177"
"67695","cg26751455"
"67696","cg27232360"
"67697","cg11188440"
"67698","cg05465059"
"67699","cg24276105"
"67700","cg16293069"
"67701","cg21513803"
"67702","cg10776232"
"67703","cg04883553"
"67704","cg19315854"
"67705","cg13148478"
"67706","cg27268501"
"67707","cg17055513"
"67708","cg17302292"
"67709","cg07017869"
"67710","cg01904296"
"67711","cg16845483"
"67712","cg12079678"
"67713","cg26904260"
"67714","cg26129677"
"67715","cg09939673"
"67716","cg19241690"
"67717","cg09338297"
"67718","cg02145543"
"67719","cg00407866"
"67720","cg17054697"
"67721","cg23193177"
"67722","cg02574022"
"67723","cg25050479"
"67724","cg12980632"
"67725","cg20491695"
"67726","cg25754035"
"67727","cg25450196"
"67728","cg05407714"
"67729","cg08735172"
"67730","cg05426961"
"67731","cg06715135"
"67732","cg23137936"
"67733","cg10519389"
"67734","cg01114033"
"67735","cg26883171"
"67736","cg23840988"
"67737","cg08575894"
"67738","cg05008415"
"67739","cg12332524"
"67740","cg10884142"
"67741","cg07557980"
"67742","cg07256797"
"67743","cg21127898"
"67744","cg12414746"
"67745","cg23377395"
"67746","cg01127423"
"67747","cg05976166"
"67748","cg16950627"
"67749","cg16598420"
"67750","cg00927035"
"67751","cg01838971"
"67752","cg27363529"
"67753","cg09452027"
"67754","cg17695841"
"67755","cg08794544"
"67756","cg00338996"
"67757","cg07524456"
"67758","cg24305156"
"67759","cg15675740"
"67760","cg23097878"
"67761","cg12208899"
"67762","cg03568064"
"67763","cg07528484"
"67764","cg17980610"
"67765","cg20608085"
"67766","cg07298299"
"67767","cg05265359"
"67768","cg00743139"
"67769","cg05861348"
"67770","cg04074945"
"67771","cg19076587"
"67772","cg14394264"
"67773","cg16533838"
"67774","cg05037168"
"67775","cg17379799"
"67776","cg12256550"
"67777","cg24644201"
"67778","cg20981182"
"67779","cg25626312"
"67780","cg15917625"
"67781","cg06884875"
"67782","cg09709565"
"67783","cg02364610"
"67784","cg03131732"
"67785","cg09896120"
"67786","cg20068058"
"67787","cg24878090"
"67788","cg21029403"
"67789","cg26650731"
"67790","cg22948808"
"67791","cg12087471"
"67792","cg02865822"
"67793","cg16769381"
"67794","cg11203377"
"67795","cg01428115"
"67796","cg18925548"
"67797","cg02304427"
"67798","cg01230250"
"67799","cg10581241"
"67800","cg01502396"
"67801","cg01257383"
"67802","cg00195561"
"67803","cg22360678"
"67804","cg27137887"
"67805","cg19244380"
"67806","cg07819010"
"67807","cg27186519"
"67808","cg09819791"
"67809","cg05417803"
"67810","cg12627354"
"67811","cg09242181"
"67812","cg18033092"
"67813","cg00353006"
"67814","cg25462903"
"67815","cg13734410"
"67816","cg15512352"
"67817","cg16541628"
"67818","cg24779587"
"67819","cg00724111"
"67820","cg13749927"
"67821","cg11366131"
"67822","cg24234141"
"67823","cg01947936"
"67824","cg09163021"
"67825","cg07407499"
"67826","cg14407987"
"67827","cg26454662"
"67828","cg19771781"
"67829","cg13047308"
"67830","cg03566787"
"67831","cg12979590"
"67832","cg01152729"
"67833","cg17001627"
"67834","cg11341028"
"67835","cg15914011"
"67836","cg01888601"
"67837","cg18065599"
"67838","cg05228359"
"67839","cg00394658"
"67840","cg13646917"
"67841","cg16027310"
"67842","cg11468953"
"67843","cg01372366"
"67844","cg15300753"
"67845","cg08850264"
"67846","cg26208159"
"67847","cg22827986"
"67848","cg17970598"
"67849","cg14163731"
"67850","cg17503823"
"67851","cg12492670"
"67852","cg18405691"
"67853","cg22665383"
"67854","cg07322909"
"67855","cg26831825"
"67856","cg01515155"
"67857","cg12750151"
"67858","cg14569837"
"67859","cg00016127"
"67860","cg02235529"
"67861","cg07598370"
"67862","cg25717823"
"67863","cg15122372"
"67864","cg14029856"
"67865","cg13932241"
"67866","cg11052535"
"67867","cg02729822"
"67868","cg21736476"
"67869","cg01882535"
"67870","cg25512791"
"67871","cg02646528"
"67872","cg15121860"
"67873","cg25273160"
"67874","cg09667650"
"67875","cg23928963"
"67876","cg15355388"
"67877","cg20322837"
"67878","cg00074348"
"67879","cg13487312"
"67880","cg09761846"
"67881","cg23995769"
"67882","cg12819873"
"67883","cg10426076"
"67884","cg15357945"
"67885","cg22897715"
"67886","cg25951430"
"67887","cg07067982"
"67888","cg01932827"
"67889","cg24343310"
"67890","cg08498787"
"67891","cg09478995"
"67892","cg00089550"
"67893","cg23075364"
"67894","cg25284762"
"67895","cg12619347"
"67896","cg08572535"
"67897","cg07764959"
"67898","cg17039830"
"67899","cg07694400"
"67900","cg11554335"
"67901","cg04772947"
"67902","cg10030791"
"67903","cg02520020"
"67904","cg15918732"
"67905","cg15617545"
"67906","cg00369658"
"67907","cg06485787"
"67908","cg12783776"
"67909","cg20907456"
"67910","cg01681881"
"67911","cg05082527"
"67912","cg27368025"
"67913","cg03631561"
"67914","cg06434864"
"67915","cg03773647"
"67916","cg22705929"
"67917","cg19949028"
"67918","cg01270709"
"67919","cg06737912"
"67920","cg16127573"
"67921","cg03813899"
"67922","cg03034198"
"67923","cg06143585"
"67924","cg05360806"
"67925","cg14566901"
"67926","cg19350767"
"67927","cg00385194"
"67928","cg09369190"
"67929","cg04750099"
"67930","cg24432464"
"67931","cg17013303"
"67932","cg11051429"
"67933","cg02375166"
"67934","cg02044895"
"67935","cg08325842"
"67936","cg23186952"
"67937","cg12027899"
"67938","cg15696309"
"67939","cg11326311"
"67940","cg03827705"
"67941","cg16547859"
"67942","cg06548842"
"67943","cg12635602"
"67944","cg03131724"
"67945","cg23971381"
"67946","cg16148346"
"67947","cg11104828"
"67948","cg16611234"
"67949","cg08653292"
"67950","cg21089930"
"67951","cg26340740"
"67952","cg27236490"
"67953","cg22750001"
"67954","cg14770102"
"67955","cg24158259"
"67956","cg03771580"
"67957","cg06466547"
"67958","cg10914667"
"67959","cg10919344"
"67960","cg00206542"
"67961","cg06993494"
"67962","cg20597215"
"67963","cg20181079"
"67964","cg08331163"
"67965","cg07079219"
"67966","cg07178969"
"67967","cg25506413"
"67968","cg11006962"
"67969","cg19579183"
"67970","cg16082644"
"67971","cg04896706"
"67972","cg16010214"
"67973","cg22689366"
"67974","cg05149097"
"67975","cg26581001"
"67976","cg20011326"
"67977","cg07739826"
"67978","cg19764973"
"67979","cg08066376"
"67980","cg16550010"
"67981","cg26970800"
"67982","cg20018806"
"67983","cg23741006"
"67984","cg17173423"
"67985","cg26981076"
"67986","cg01917716"
"67987","cg22197708"
"67988","cg27533472"
"67989","cg00673646"
"67990","cg06881914"
"67991","cg24026212"
"67992","cg20284999"
"67993","cg08564601"
"67994","cg14750746"
"67995","cg12930338"
"67996","cg09494418"
"67997","cg18343292"
"67998","cg08716584"
"67999","cg02907837"
"68000","cg06480663"
"68001","cg13623120"
"68002","cg04382783"
"68003","cg13765961"
"68004","cg06806711"
"68005","cg07618110"
"68006","cg13460670"
"68007","cg06386210"
"68008","cg25321462"
"68009","cg16894306"
"68010","cg03308056"
"68011","cg12647966"
"68012","cg16422547"
"68013","cg04803316"
"68014","cg07841234"
"68015","cg06746274"
"68016","cg06237220"
"68017","cg23208430"
"68018","cg13321358"
"68019","cg17652291"
"68020","cg25072962"
"68021","cg06968712"
"68022","cg17397420"
"68023","cg07221454"
"68024","cg23904249"
"68025","cg11962524"
"68026","cg04096519"
"68027","cg21741081"
"68028","cg14132103"
"68029","cg27119919"
"68030","cg21152628"
"68031","cg21992250"
"68032","cg10704729"
"68033","cg13014558"
"68034","cg21939215"
"68035","cg27284288"
"68036","cg07380416"
"68037","cg01877352"
"68038","cg10981907"
"68039","cg04046629"
"68040","cg27098804"
"68041","cg08354187"
"68042","cg24674703"
"68043","cg26241240"
"68044","cg24692310"
"68045","cg24011500"
"68046","cg04017555"
"68047","cg09676684"
"68048","cg26181939"
"68049","cg13309174"
"68050","cg17379860"
"68051","cg10489124"
"68052","cg06956048"
"68053","cg23744030"
"68054","cg00998427"
"68055","cg23370512"
"68056","cg02104644"
"68057","cg12693641"
"68058","cg07348481"
"68059","cg12087801"
"68060","cg05395679"
"68061","cg13205937"
"68062","cg04709703"
"68063","cg24731731"
"68064","cg07689907"
"68065","cg09677638"
"68066","cg00786201"
"68067","cg24870774"
"68068","cg03921599"
"68069","cg09462826"
"68070","cg21709803"
"68071","cg06781209"
"68072","cg02563962"
"68073","cg07005513"
"68074","cg00614641"
"68075","cg00603274"
"68076","cg03046346"
"68077","cg20691408"
"68078","cg19141913"
"68079","cg17351085"
"68080","cg18573251"
"68081","cg01505878"
"68082","cg00367135"
"68083","cg07800325"
"68084","cg24944820"
"68085","cg21988813"
"68086","cg13875901"
"68087","cg25870396"
"68088","cg04011620"
"68089","cg12833018"
"68090","cg26422784"
"68091","cg22693702"
"68092","cg13209154"
"68093","cg04208124"
"68094","cg08491575"
"68095","cg22365167"
"68096","cg05427381"
"68097","cg20518716"
"68098","cg13266096"
"68099","cg22862634"
"68100","cg04959297"
"68101","cg09177194"
"68102","cg05621131"
"68103","cg01596963"
"68104","cg07237830"
"68105","cg13916928"
"68106","cg01141838"
"68107","cg20342105"
"68108","cg11264539"
"68109","cg26213368"
"68110","cg13856573"
"68111","cg05434115"
"68112","cg01236148"
"68113","cg26333513"
"68114","cg10398590"
"68115","cg21163128"
"68116","cg07094785"
"68117","cg01591227"
"68118","cg26192720"
"68119","cg25505880"
"68120","cg09415957"
"68121","cg17675492"
"68122","cg26330416"
"68123","cg23452969"
"68124","cg22358236"
"68125","cg01861825"
"68126","cg21968515"
"68127","cg14569209"
"68128","cg22306408"
"68129","cg18305416"
"68130","cg10068408"
"68131","cg21961694"
"68132","cg04409954"
"68133","cg10116443"
"68134","cg02165693"
"68135","cg04999435"
"68136","cg01967055"
"68137","cg00754253"
"68138","cg26198638"
"68139","cg08549889"
"68140","cg04999352"
"68141","cg03510310"
"68142","cg22380508"
"68143","cg07636225"
"68144","cg17247314"
"68145","cg16678159"
"68146","cg14256968"
"68147","cg16477492"
"68148","cg09244748"
"68149","cg19333286"
"68150","cg10713715"
"68151","cg03288621"
"68152","cg04986616"
"68153","cg09907758"
"68154","cg21082879"
"68155","cg10068539"
"68156","cg15801751"
"68157","cg17998964"
"68158","cg06204948"
"68159","cg21609804"
"68160","cg13802364"
"68161","cg10349758"
"68162","cg16760981"
"68163","cg05008926"
"68164","cg17292384"
"68165","cg00712857"
"68166","cg11642412"
"68167","cg17681750"
"68168","cg20219100"
"68169","cg12573253"
"68170","cg17074656"
"68171","cg01612408"
"68172","cg18669654"
"68173","cg11838384"
"68174","cg21667796"
"68175","cg14638453"
"68176","cg04582871"
"68177","cg09908110"
"68178","cg22011888"
"68179","cg10675058"
"68180","cg01518246"
"68181","cg21111471"
"68182","cg08317133"
"68183","cg10469297"
"68184","cg03045325"
"68185","cg05016508"
"68186","cg18093064"
"68187","cg14684068"
"68188","cg02914667"
"68189","cg14078730"
"68190","cg25819103"
"68191","cg24687543"
"68192","cg20996312"
"68193","cg26467918"
"68194","cg04000281"
"68195","cg01727686"
"68196","cg03236948"
"68197","cg22652406"
"68198","cg07773434"
"68199","cg09587634"
"68200","cg27651452"
"68201","cg02617469"
"68202","cg26847805"
"68203","cg08178356"
"68204","cg22266877"
"68205","cg25881850"
"68206","cg01352108"
"68207","cg03784628"
"68208","cg10264188"
"68209","cg13881637"
"68210","cg14437534"
"68211","cg23847700"
"68212","cg09026379"
"68213","cg18383813"
"68214","cg05098417"
"68215","cg22082868"
"68216","cg03527086"
"68217","cg23003085"
"68218","cg07884764"
"68219","cg08904394"
"68220","cg01998806"
"68221","cg15009090"
"68222","cg03071221"
"68223","cg08529179"
"68224","cg03507824"
"68225","cg14008686"
"68226","cg19507805"
"68227","cg07086353"
"68228","cg18858669"
"68229","cg09127371"
"68230","cg06998422"
"68231","cg11140017"
"68232","cg16389348"
"68233","cg17993949"
"68234","cg07445167"
"68235","cg03999137"
"68236","cg23389215"
"68237","cg19131476"
"68238","cg22797270"
"68239","cg12129012"
"68240","cg25104637"
"68241","cg26388730"
"68242","cg23907108"
"68243","cg15939287"
"68244","cg13015284"
"68245","cg08623810"
"68246","cg22187354"
"68247","cg27017482"
"68248","cg12938128"
"68249","cg26805405"
"68250","cg15355719"
"68251","cg08357230"
"68252","cg26974222"
"68253","cg01753544"
"68254","cg16592434"
"68255","cg05375230"
"68256","cg25836271"
"68257","cg02959637"
"68258","cg03663788"
"68259","cg09958483"
"68260","cg02176069"
"68261","cg11887214"
"68262","cg10296062"
"68263","cg01911077"
"68264","cg04619046"
"68265","cg06832820"
"68266","cg03986574"
"68267","cg18212762"
"68268","cg25934954"
"68269","cg10879244"
"68270","cg08028295"
"68271","cg05485853"
"68272","cg10495164"
"68273","cg11321083"
"68274","cg18518074"
"68275","cg14043527"
"68276","cg05560951"
"68277","cg02258444"
"68278","cg00589493"
"68279","cg13092487"
"68280","cg12374682"
"68281","cg03753936"
"68282","cg27639942"
"68283","cg09278980"
"68284","cg02318971"
"68285","cg09049451"
"68286","cg02109361"
"68287","cg17128237"
"68288","cg19917412"
"68289","cg19885625"
"68290","cg15000841"
"68291","cg17160439"
"68292","cg11034978"
"68293","cg11520866"
"68294","cg13853761"
"68295","cg12424468"
"68296","cg06266582"
"68297","cg21946524"
"68298","cg20895092"
"68299","cg06970290"
"68300","cg03241909"
"68301","cg04962005"
"68302","cg02675946"
"68303","cg27428304"
"68304","cg07018964"
"68305","cg16165748"
"68306","cg11935523"
"68307","cg06012347"
"68308","cg24710503"
"68309","cg06382930"
"68310","cg09609051"
"68311","cg05210497"
"68312","cg26977045"
"68313","cg27603069"
"68314","cg18316030"
"68315","cg05727776"
"68316","cg07321092"
"68317","cg20414098"
"68318","cg24215776"
"68319","cg03844308"
"68320","cg06039988"
"68321","cg10003657"
"68322","cg02710332"
"68323","cg23299484"
"68324","cg01292856"
"68325","cg15915658"
"68326","cg06867571"
"68327","cg08676812"
"68328","cg19948253"
"68329","cg20588859"
"68330","cg14240304"
"68331","cg14189782"
"68332","cg15217978"
"68333","cg02532488"
"68334","cg18757468"
"68335","cg22913843"
"68336","cg05967487"
"68337","cg09709600"
"68338","cg14759565"
"68339","cg03416228"
"68340","cg23343073"
"68341","cg13654525"
"68342","cg11392776"
"68343","cg07465275"
"68344","cg24468199"
"68345","cg16535667"
"68346","cg07982082"
"68347","cg06464468"
"68348","cg00083072"
"68349","cg20450318"
"68350","cg04321396"
"68351","cg11637721"
"68352","cg06038201"
"68353","cg24009118"
"68354","cg10392164"
"68355","cg07575680"
"68356","cg04293602"
"68357","cg23220533"
"68358","cg16787065"
"68359","cg17447877"
"68360","cg19961803"
"68361","cg03681481"
"68362","cg11569703"
"68363","cg10604040"
"68364","cg02230254"
"68365","cg02030452"
"68366","cg06678084"
"68367","cg13708218"
"68368","cg19018097"
"68369","cg04338129"
"68370","cg20051715"
"68371","cg02586730"
"68372","cg22360649"
"68373","cg25424279"
"68374","cg13547237"
"68375","cg02257086"
"68376","cg23196081"
"68377","cg09482611"
"68378","cg22524514"
"68379","cg14894216"
"68380","cg21238818"
"68381","cg04337534"
"68382","cg09700701"
"68383","cg24089521"
"68384","cg06569300"
"68385","cg26034658"
"68386","cg19646538"
"68387","cg26344026"
"68388","cg24278087"
"68389","cg11696789"
"68390","cg13306893"
"68391","cg24781737"
"68392","cg22986178"
"68393","cg14442997"
"68394","cg02351179"
"68395","cg02618579"
"68396","cg02520768"
"68397","cg04609045"
"68398","cg02410860"
"68399","cg01447322"
"68400","cg21971919"
"68401","cg11129796"
"68402","cg19026260"
"68403","cg18961230"
"68404","cg06155341"
"68405","cg10083593"
"68406","cg25500727"
"68407","cg25787499"
"68408","cg15945475"
"68409","cg10816169"
"68410","cg07145284"
"68411","cg13383058"
"68412","cg07948432"
"68413","cg05049335"
"68414","cg08995609"
"68415","cg14550985"
"68416","cg14391855"
"68417","cg14042308"
"68418","cg23220439"
"68419","cg14562054"
"68420","cg23242341"
"68421","cg15128778"
"68422","cg18145189"
"68423","cg15022049"
"68424","cg24057637"
"68425","cg07725167"
"68426","cg23484234"
"68427","cg22134325"
"68428","cg01368415"
"68429","cg12372692"
"68430","cg10130811"
"68431","cg12018863"
"68432","cg14019193"
"68433","cg10523820"
"68434","cg24912904"
"68435","cg20608119"
"68436","cg18862171"
"68437","cg06817264"
"68438","cg24808318"
"68439","cg23669043"
"68440","cg24987259"
"68441","cg14820176"
"68442","cg07000126"
"68443","cg10919098"
"68444","cg01612449"
"68445","cg08442334"
"68446","cg23821914"
"68447","cg27052183"
"68448","cg12999098"
"68449","cg03260799"
"68450","cg04985144"
"68451","cg21002224"
"68452","cg01980810"
"68453","cg23344241"
"68454","cg04746851"
"68455","cg20358834"
"68456","cg11862081"
"68457","cg05640320"
"68458","cg23756143"
"68459","cg08982827"
"68460","cg05634376"
"68461","cg04174538"
"68462","cg23022313"
"68463","cg19218057"
"68464","cg02130149"
"68465","cg14212038"
"68466","cg21994822"
"68467","cg10740563"
"68468","cg20515580"
"68469","cg18407752"
"68470","cg03611551"
"68471","cg07655487"
"68472","cg21293464"
"68473","cg13993051"
"68474","cg14519515"
"68475","cg01464484"
"68476","cg18101140"
"68477","cg11169848"
"68478","cg10346364"
"68479","cg13963807"
"68480","cg14761876"
"68481","cg13899320"
"68482","cg13708910"
"68483","cg13617561"
"68484","cg04477681"
"68485","cg21052656"
"68486","cg21747271"
"68487","cg08869244"
"68488","cg02741698"
"68489","cg00864171"
"68490","cg14942906"
"68491","cg13452386"
"68492","cg20420868"
"68493","cg07891457"
"68494","cg18492926"
"68495","cg27123351"
"68496","cg24563501"
"68497","cg18232879"
"68498","cg11060806"
"68499","cg11642250"
"68500","cg23121335"
"68501","cg27145347"
"68502","cg04743859"
"68503","cg18416981"
"68504","cg13318256"
"68505","cg07581395"
"68506","cg05989862"
"68507","cg11634248"
"68508","cg18474180"
"68509","cg20100049"
"68510","cg17166288"
"68511","cg18160691"
"68512","cg23779993"
"68513","cg16409259"
"68514","cg02891082"
"68515","cg21894914"
"68516","cg14624207"
"68517","cg21746120"
"68518","cg14083356"
"68519","cg18935453"
"68520","cg13894813"
"68521","cg26915558"
"68522","cg03533590"
"68523","cg24040155"
"68524","ch.11.1416715R"
"68525","cg08621277"
"68526","cg22361390"
"68527","cg06404763"
"68528","cg09546258"
"68529","cg02340541"
"68530","cg23968739"
"68531","cg05710301"
"68532","cg08723623"
"68533","cg20809737"
"68534","cg20285002"
"68535","cg22911054"
"68536","cg00574958"
"68537","cg17058475"
"68538","cg01082498"
"68539","cg25890640"
"68540","cg24366211"
"68541","cg13786863"
"68542","cg25721132"
"68543","cg12778395"
"68544","cg07511668"
"68545","cg10879867"
"68546","cg01988459"
"68547","cg18350739"
"68548","ch.11.1434436R"
"68549","ch.11.1435292F"
"68550","cg16659728"
"68551","cg18790382"
"68552","cg02939879"
"68553","cg10349498"
"68554","cg03883228"
"68555","cg19738774"
"68556","cg14152222"
"68557","cg09102864"
"68558","cg13997720"
"68559","cg03465499"
"68560","cg05771342"
"68561","cg06624991"
"68562","cg10256045"
